store,item,MAE_tuned,RMSE_tuned,MAPE_tuned (%)
5.0,27.0,3.753321126886738,4.600187416894116,27.12698584356535
5.0,37.0,4.3749405129317696,5.399613609021711,23.836541230486088
5.0,41.0,3.8344588742833645,4.62209965643054,27.42634498754558
6.0,4.0,3.8856743647573513,4.74801243996931,25.262924258415364
7.0,5.0,3.177040579164342,4.169681458312465,27.18936385594224
7.0,27.0,3.477030826333543,4.3618623436803245,30.0970836532568
7.0,41.0,3.602125674340211,4.343944687644315,29.634216625817782
7.0,47.0,3.0395170389625843,3.875570943916265,24.98824938699517
